0	5873	0.148253709	0.002845713	0	0	0	0
1	5874	0.144179440	0.002271349	0	0	0	0
2	5875	0.143888260	0.001802881	0	0	0	0
3	5876	0.144499438	0.000000000	0	0	0	0
4	5877	0.150000000	0.000000000	0	0	0	0
5	5878	0.150000000	0.000550623	0	0	0	0
6	5879	0.146872641	0.005147933	0	0	0	0
7	5880	0.150000000	0.007339212	0	0	0	0
8	5881	0.148592525	0.008607733	0	0	0	0
9	5882	0.146148760	0.007714812	0	0	0	0
10	5883	0.146062309	0.007156865	0	0	0	0
11	5884	0.146450456	0.005397942	0	0	0	0
12	5885	0.150000000	0.007553590	0	0	0	0
13	5886	0.148184001	0.011119109	0	0	0	0
14	5887	0.150000000	0.010966910	0	0	0	0
15	5888	0.146952176	0.012340258	0	0	0	0
16	5889	0.147273159	0.011569640	0	0	0	0
17	5890	0.150000000	0.014294121	0	0	0	0
18	5891	0.149410486	0.014987895	0	0	0	0
19	5892	0.146664028	0.013940274	0	0	0	0
20	5893	0.146782142	0.012505162	0	0	0	0
21	5894	0.150000000	0.014356195	0	0	0	0
22	5895	0.148722486	0.018190030	0	0	0	0
23	5896	0.148080898	0.017015259	0	0	0	0
24	5897	0.147996006	0.016690903	0	0	0	0
25	5898	0.150000000	0.018533811	0	0	0	0
26	5899	0.147625720	0.021948392	0	0	0	0
27	5900	0.146397972	0.020335965	0	0	0	0
28	5901	0.146381052	0.020230218	0	0	0	0
29	5902	0.150000000	0.020629939	0	0	0	0
30	5903	0.147990235	0.023251943	0	0	0	0
31	5904	0.150000000	0.024213154	0	0	0	0
32	5905	0.149373198	0.027731782	0	0	0	0
33	5906	0.147099854	0.026805819	0	0	0	0
34	5907	0.145602764	0.024518122	0	0	0	0
35	5908	0.150000000	0.027693413	0	0	0	0
36	5909	0.148257724	0.034560459	0	0	0	0
37	5910	0.148222700	0.034544615	0	0	0	0
38	5911	0.147527724	0.029104716	0	0	0	0
39	5912	0.150000000	0.034436518	0	0	0	0
40	5913	0.147868094	0.039374803	0	0	0	0
41	5914	0.147472736	0.036202563	0	0	0	0
42	5915	0.150000000	0.041290780	0	0	0	0
43	5916	0.148069231	0.042760242	0	0	0	0
44	5917	0.145847848	0.039602917	0	0	0	0
45	5918	0.145861857	0.039425691	0	0	0	0
46	5919	0.150000000	0.041620931	0	0	0	0
47	5920	0.147654025	0.045919915	0	0	0	0
48	5921	0.148021093	0.042811178	0	0	0	0
49	5922	0.150000000	0.047479742	0	0	0	0
50	5923	0.148457966	0.050412378	0	0	0	0
51	5924	0.146684803	0.049515357	0	0	0	0
52	5925	0.146414465	0.048803711	0	0	0	0
53	5926	0.147495186	0.045997092	0	0	0	0
54	5927	0.150000000	0.049387757	0	0	0	0
55	5928	0.148364130	0.055751252	0	0	0	0
56	5929	0.147833148	0.052478398	0	0	0	0
57	5930	0.150000000	0.055895154	0	0	0	0
58	5931	0.147680040	0.060084817	0	0	0	0
59	5932	0.146967225	0.059464190	0	0	0	0
60	5933	0.147776669	0.058825399	0	0	0	0
61	5934	0.147776669	0.056042792	0	0	0	0
62	5935	0.150000000	0.060553276	0	0	0	0
63	5936	0.148444968	0.061648471	0	0	0	0
64	5937	0.150000000	0.061536290	0	0	0	0
65	5938	0.148235491	0.062194531	0	0	0	0
66	5939	0.150000000	0.063215447	0	0	0	0
67	5940	0.148550149	0.064889330	0	0	0	0
68	5941	0.147628684	0.063037351	0	0	0	0
69	5942	0.147591943	0.062770132	0	0	0	0
70	5943	0.150000000	0.065928417	0	0	0	0
71	5944	0.148769901	0.073078093	0	0	0	0
72	5945	0.147955110	0.071949701	0	0	0	0
73	5946	0.146456412	0.069874176	0	0	0	0
74	5947	0.145138456	0.065055819	0	0	0	0
75	5948	0.146008631	0.064661974	0	0	0	0
76	5949	0.150000000	0.073017840	0	0	0	0
77	5950	0.149609335	0.079672376	0	0	0	0
78	5951	0.149609335	0.074240613	0	0	0	0
79	5952	0.150000000	0.079032893	0	0	0	0
80	5953	0.148797497	0.083114042	0	0	0	0
81	5954	0.148507344	0.082269203	0	0	0	0
82	5955	0.148372083	0.081697646	0	0	0	0
83	5956	0.149179502	0.080375975	0	0	0	0
84	5957	0.149609335	0.080344471	0	0	0	0
85	5958	0.150000000	0.083911491	0	0	0	0
86	5959	0.149135418	0.085798179	0	0	0	0
87	5960	0.147023291	0.086605306	0	0	0	0
88	5961	0.145974720	0.085643136	0	0	0	0
89	5962	0.145964522	0.085609721	0	0	0	0
90	5963	0.146444547	0.084265740	0	0	0	0
91	5964	0.150000000	0.085295058	0	0	0	0
92	5965	0.149972979	0.088547196	0	0	0	0
93	5966	0.150000000	0.088548757	0	0	0	0
94	5967	0.148913893	0.092518978	0	0	0	0
95	5968	0.147869046	0.088915826	0	0	0	0
96	5969	0.150000000	0.092651186	0	0	0	0
97	5970	0.149565136	0.096921583	0	0	0	0
98	5971	0.146447668	0.094674447	0	0	0	0
99	5972	0.146392598	0.094572690	0	0	0	0
100	5973	0.148578229	0.092683286	0	0	0	0
101	5974	0.150000000	0.096793347	0	0	0	0
102	5975	0.148500613	0.100625494	0	0	0	0
103	5976	0.147998120	0.100153698	0	0	0	0
104	5977	0.149211084	0.097377878	0	0	0	0
105	5978	0.150000000	0.101490628	0	0	0	0
106	5979	0.146559406	0.105162849	0	0	0	0
107	5980	0.145797522	0.103927078	0	0	0	0
108	5981	0.150000000	0.103338995	0	0	0	0
109	5982	0.147823524	0.107818932	0	0	0	0
